snr,cqi,ele_angle,mcs
-5.083817479584772,1.0,55.0,5
-5.083817479584772,1.0,60.0,5
-5.083817479584772,1.0,65.0,6
-5.083817479584772,1.0,70.0,8
-5.083817479584772,2.0,0.0,3
-5.083817479584772,2.0,5.0,3
-5.083817479584772,2.0,10.0,3
-5.083817479584772,2.0,15.0,4
-5.083817479584772,2.0,20.0,4
-5.083817479584772,2.0,25.0,4
-5.083817479584772,2.0,30.0,5
-5.083817479584772,2.0,35.0,5
-5.083817479584772,2.0,40.0,4
-5.083817479584772,2.0,45.0,4
-5.083817479584772,2.0,50.0,4
-5.083817479584772,2.0,55.0,4
-5.083817479584772,2.0,60.0,5
-5.083817479584772,2.0,65.0,6
-5.083817479584772,2.0,70.0,8
-5.083817479584772,3.0,0.0,3
-5.083817479584772,3.0,5.0,4
-5.083817479584772,3.0,10.0,4
-5.083817479584772,3.0,15.0,4
-5.083817479584772,3.0,20.0,4
-5.083817479584772,3.0,25.0,5
-5.083817479584772,3.0,30.0,5
-5.083817479584772,3.0,35.0,5
-5.083817479584772,3.0,40.0,5
-5.083817479584772,3.0,45.0,5
-5.083817479584772,3.0,50.0,5
-5.083817479584772,3.0,55.0,5
-5.083817479584772,3.0,60.0,5
-5.083817479584772,3.0,65.0,6
-5.083817479584772,3.0,70.0,7
-5.083817479584772,4.0,0.0,4
-5.083817479584772,4.0,5.0,4
-5.083817479584772,4.0,10.0,4
-5.083817479584772,4.0,15.0,5
-5.083817479584772,4.0,20.0,5
-5.083817479584772,4.0,25.0,5
-5.083817479584772,4.0,30.0,5
-5.083817479584772,4.0,35.0,5
-5.083817479584772,4.0,40.0,5
-5.083817479584772,4.0,45.0,5
-5.083817479584772,4.0,50.0,5
-5.083817479584772,4.0,55.0,6
-5.083817479584772,4.0,60.0,6
-5.083817479584772,4.0,65.0,6
-5.083817479584772,4.0,70.0,7
-5.083817479584772,5.0,0.0,4
-5.083817479584772,5.0,5.0,5
-5.083817479584772,5.0,10.0,5
-5.083817479584772,5.0,15.0,5
-5.083817479584772,5.0,20.0,5
-5.083817479584772,5.0,25.0,5
-5.083817479584772,5.0,30.0,5
-5.083817479584772,5.0,35.0,5
-5.083817479584772,5.0,40.0,5
-5.083817479584772,5.0,45.0,6
-5.083817479584772,5.0,50.0,6
-5.083817479584772,5.0,55.0,6
-5.083817479584772,5.0,60.0,7
-5.083817479584772,5.0,65.0,7
-5.083817479584772,5.0,70.0,7
-5.083817479584772,6.0,0.0,5
-5.083817479584772,6.0,5.0,5
-5.083817479584772,6.0,10.0,5
-5.083817479584772,6.0,15.0,5
-5.083817479584772,6.0,20.0,5
-5.083817479584772,6.0,25.0,5
-5.083817479584772,6.0,30.0,5
-5.083817479584772,6.0,35.0,6
-5.083817479584772,6.0,40.0,6
-5.083817479584772,6.0,45.0,6
-5.083817479584772,6.0,50.0,7
-5.083817479584772,6.0,55.0,7
-5.083817479584772,6.0,60.0,7
-5.083817479584772,6.0,65.0,7
-5.083817479584772,6.0,70.0,7
-5.083817479584772,7.0,0.0,5
-5.083817479584772,7.0,5.0,6
-5.083817479584772,7.0,10.0,6
-5.083817479584772,7.0,15.0,6
-5.083817479584772,7.0,20.0,6
-5.083817479584772,7.0,25.0,6
-5.083817479584772,7.0,30.0,6
-5.083817479584772,7.0,35.0,6
-5.083817479584772,7.0,40.0,6
-5.083817479584772,7.0,45.0,7
-5.083817479584772,7.0,50.0,7
-5.083817479584772,7.0,55.0,7
-5.083817479584772,7.0,60.0,8
-5.083817479584772,7.0,65.0,8
-5.083817479584772,7.0,70.0,7
-5.083817479584772,8.0,0.0,5
-5.083817479584772,8.0,5.0,6
-5.083817479584772,8.0,10.0,6
-5.083817479584772,8.0,15.0,6
-5.083817479584772,8.0,20.0,6
-5.083817479584772,8.0,25.0,6
-5.083817479584772,8.0,30.0,6
-5.083817479584772,8.0,35.0,6
-5.083817479584772,8.0,40.0,7
-5.083817479584772,8.0,45.0,7
-5.083817479584772,8.0,50.0,7
-5.083817479584772,8.0,55.0,7
-5.083817479584772,8.0,60.0,8
-5.083817479584772,8.0,65.0,8
-5.083817479584772,8.0,70.0,8
-5.083817479584772,9.0,0.0,6
-5.083817479584772,9.0,5.0,6
-5.083817479584772,9.0,10.0,6
-5.083817479584772,9.0,15.0,6
-5.083817479584772,9.0,20.0,6
-5.083817479584772,9.0,25.0,6
-5.083817479584772,9.0,30.0,7
-5.083817479584772,9.0,35.0,7
-5.083817479584772,9.0,40.0,7
-5.083817479584772,9.0,45.0,7
-5.083817479584772,9.0,50.0,7
-5.083817479584772,9.0,55.0,8
-5.083817479584772,9.0,60.0,8
-5.083817479584772,9.0,65.0,8
-5.083817479584772,9.0,70.0,8
-5.083817479584772,10.0,0.0,6
-5.083817479584772,10.0,5.0,6
-5.083817479584772,10.0,10.0,6
-5.083817479584772,10.0,15.0,6
-5.083817479584772,10.0,20.0,6
-5.083817479584772,10.0,25.0,7
-5.083817479584772,10.0,30.0,7
-5.083817479584772,10.0,35.0,7
-5.083817479584772,10.0,40.0,7
-5.083817479584772,10.0,45.0,8
-5.083817479584772,10.0,50.0,8
-5.083817479584772,10.0,55.0,8
-5.083817479584772,10.0,60.0,8
-5.083817479584772,10.0,65.0,8
-5.083817479584772,10.0,70.0,9
-4.883817479584772,0.0,0.0,4
-4.883817479584772,0.0,5.0,4
-4.883817479584772,0.0,10.0,4
-4.883817479584772,0.0,15.0,4
-4.883817479584772,0.0,20.0,4
-4.883817479584772,0.0,25.0,5
-4.883817479584772,0.0,30.0,5
-4.883817479584772,0.0,35.0,5
-4.883817479584772,0.0,40.0,6
-4.883817479584772,0.0,45.0,6
-4.883817479584772,0.0,50.0,6
-4.883817479584772,0.0,55.0,7
-4.883817479584772,0.0,60.0,7
-4.883817479584772,0.0,65.0,7
-4.883817479584772,0.0,70.0,8
-4.883817479584772,1.0,0.0,3
-4.883817479584772,1.0,5.0,3
-4.883817479584772,1.0,10.0,3
-4.883817479584772,1.0,15.0,4
-4.883817479584772,1.0,20.0,4
-4.883817479584772,1.0,25.0,4
-4.883817479584772,1.0,30.0,5
-4.883817479584772,1.0,35.0,5
-4.883817479584772,1.0,40.0,5
-4.883817479584772,1.0,45.0,5
-4.883817479584772,1.0,50.0,5
-4.883817479584772,1.0,55.0,5
-4.883817479584772,1.0,60.0,5
-4.883817479584772,1.0,65.0,6
-4.883817479584772,1.0,70.0,8
-4.883817479584772,2.0,0.0,3
-4.883817479584772,2.0,5.0,3
-4.883817479584772,2.0,10.0,3
-4.883817479584772,2.0,15.0,4
-4.883817479584772,2.0,20.0,4
-4.883817479584772,2.0,25.0,4
-4.883817479584772,2.0,30.0,5
-4.883817479584772,2.0,35.0,5
-4.883817479584772,2.0,40.0,5
-4.883817479584772,2.0,45.0,4
-4.883817479584772,2.0,50.0,4
-4.883817479584772,2.0,55.0,5
-4.883817479584772,2.0,60.0,5
-4.883817479584772,2.0,65.0,6
-4.883817479584772,2.0,70.0,8
-4.883817479584772,3.0,0.0,3
-4.883817479584772,3.0,5.0,4
-4.883817479584772,3.0,10.0,4
-4.883817479584772,3.0,15.0,4
-4.883817479584772,3.0,20.0,4
-4.883817479584772,3.0,25.0,5
-4.883817479584772,3.0,30.0,5
-4.883817479584772,3.0,35.0,5
-4.883817479584772,3.0,40.0,5
-4.883817479584772,3.0,45.0,5
-4.883817479584772,3.0,50.0,5
-4.883817479584772,3.0,55.0,5
-4.883817479584772,3.0,60.0,5
-4.883817479584772,3.0,65.0,6
-4.883817479584772,3.0,70.0,7
-4.883817479584772,4.0,0.0,4
-4.883817479584772,4.0,5.0,4
-4.883817479584772,4.0,10.0,4
-4.883817479584772,4.0,15.0,5
-4.883817479584772,4.0,20.0,5
-4.883817479584772,4.0,25.0,5
-4.883817479584772,4.0,30.0,5
-4.883817479584772,4.0,35.0,5
-4.883817479584772,4.0,40.0,5
-4.883817479584772,4.0,45.0,5
-4.883817479584772,4.0,50.0,5
-4.883817479584772,4.0,55.0,6
-4.883817479584772,4.0,60.0,6
-4.883817479584772,4.0,65.0,7
-4.883817479584772,4.0,70.0,7
-4.883817479584772,5.0,0.0,4
-4.883817479584772,5.0,5.0,5
-4.883817479584772,5.0,10.0,5
-4.883817479584772,5.0,15.0,5
-4.883817479584772,5.0,20.0,5
-4.883817479584772,5.0,25.0,5
-4.883817479584772,5.0,30.0,5
-4.883817479584772,5.0,35.0,5
-4.883817479584772,5.0,40.0,5
-4.883817479584772,5.0,45.0,6
-4.883817479584772,5.0,50.0,6
-4.883817479584772,5.0,55.0,6
-4.883817479584772,5.0,60.0,7
-4.883817479584772,5.0,65.0,7
-4.883817479584772,5.0,70.0,7
-4.883817479584772,6.0,0.0,5
-4.883817479584772,6.0,5.0,5
-4.883817479584772,6.0,10.0,5
-4.883817479584772,6.0,15.0,5
-4.883817479584772,6.0,20.0,5
-4.883817479584772,6.0,25.0,5
-4.883817479584772,6.0,30.0,5
-4.883817479584772,6.0,35.0,6
-4.883817479584772,6.0,40.0,6
-4.883817479584772,6.0,45.0,6
-4.883817479584772,6.0,50.0,7
-4.883817479584772,6.0,55.0,7
-4.883817479584772,6.0,60.0,7
-4.883817479584772,6.0,65.0,7
-4.883817479584772,6.0,70.0,7
-4.883817479584772,7.0,0.0,5
-4.883817479584772,7.0,5.0,6
-4.883817479584772,7.0,10.0,6
-4.883817479584772,7.0,15.0,6
-4.883817479584772,7.0,20.0,6
-4.883817479584772,7.0,25.0,6
-4.883817479584772,7.0,30.0,6
-4.883817479584772,7.0,35.0,6
-4.883817479584772,7.0,40.0,6
-4.883817479584772,7.0,45.0,7
-4.883817479584772,7.0,50.0,7
-4.883817479584772,7.0,55.0,7
-4.883817479584772,7.0,60.0,8
-4.883817479584772,7.0,65.0,8
-4.883817479584772,7.0,70.0,7
-4.883817479584772,8.0,0.0,5
-4.883817479584772,8.0,5.0,6
-4.883817479584772,8.0,10.0,6
-4.883817479584772,8.0,15.0,6
-4.883817479584772,8.0,20.0,6
-4.883817479584772,8.0,25.0,6
-4.883817479584772,8.0,30.0,6
-4.883817479584772,8.0,35.0,6
-4.883817479584772,8.0,40.0,7
-4.883817479584772,8.0,45.0,7
-4.883817479584772,8.0,50.0,7
-4.883817479584772,8.0,55.0,7
-4.883817479584772,8.0,60.0,8
-4.883817479584772,8.0,65.0,8
-4.883817479584772,8.0,70.0,8
-4.883817479584772,9.0,0.0,6
-4.883817479584772,9.0,5.0,6
-4.883817479584772,9.0,10.0,6
-4.883817479584772,9.0,15.0,6
-4.883817479584772,9.0,20.0,6
-4.883817479584772,9.0,25.0,6
-4.883817479584772,9.0,30.0,7
-4.883817479584772,9.0,35.0,7
-4.883817479584772,9.0,40.0,7
-4.883817479584772,9.0,45.0,7
-4.883817479584772,9.0,50.0,7
-4.883817479584772,9.0,55.0,8
-4.883817479584772,9.0,60.0,8
-4.883817479584772,9.0,65.0,8
-4.883817479584772,9.0,70.0,8
-4.883817479584772,10.0,0.0,6
-4.883817479584772,10.0,5.0,6
-4.883817479584772,10.0,10.0,6
-4.883817479584772,10.0,15.0,6
-4.883817479584772,10.0,20.0,6
-4.883817479584772,10.0,25.0,7
-4.883817479584772,10.0,30.0,7
-4.883817479584772,10.0,35.0,7
-4.883817479584772,10.0,40.0,7
-4.883817479584772,10.0,45.0,8
-4.883817479584772,10.0,50.0,8
-4.883817479584772,10.0,55.0,8
-4.883817479584772,10.0,60.0,8
-4.883817479584772,10.0,65.0,8
-4.883817479584772,10.0,70.0,9
-4.683817479584773,0.0,0.0,4
-4.683817479584773,0.0,5.0,4
-4.683817479584773,0.0,10.0,4
-4.683817479584773,0.0,15.0,4
-4.683817479584773,0.0,20.0,4
-4.683817479584773,0.0,25.0,5
-4.683817479584773,0.0,30.0,5
-4.683817479584773,0.0,35.0,5
-4.683817479584773,0.0,40.0,6
-4.683817479584773,0.0,45.0,6
-4.683817479584773,0.0,50.0,6
-4.683817479584773,0.0,55.0,7
-4.683817479584773,0.0,60.0,7
-4.683817479584773,0.0,65.0,7
-4.683817479584773,0.0,70.0,8
-4.683817479584773,1.0,0.0,3
-4.683817479584773,1.0,5.0,3
-4.683817479584773,1.0,10.0,3
-4.683817479584773,1.0,15.0,4
-4.683817479584773,1.0,20.0,4
-4.683817479584773,1.0,25.0,4
-4.683817479584773,1.0,30.0,5
-4.683817479584773,1.0,35.0,5
-4.683817479584773,1.0,40.0,5
-4.683817479584773,1.0,45.0,5
-4.683817479584773,1.0,50.0,5
-4.683817479584773,1.0,55.0,5
-4.683817479584773,1.0,60.0,6
-4.683817479584773,1.0,65.0,7
-4.683817479584773,1.0,70.0,8
-4.683817479584773,2.0,0.0,3
-4.683817479584773,2.0,5.0,3
-4.683817479584773,2.0,10.0,4
-4.683817479584773,2.0,15.0,4
-4.683817479584773,2.0,20.0,4
-4.683817479584773,2.0,25.0,4
-4.683817479584773,2.0,30.0,4
-4.683817479584773,2.0,35.0,5
-4.683817479584773,2.0,40.0,5
-4.683817479584773,2.0,45.0,5
-4.683817479584773,2.0,50.0,5
-4.683817479584773,2.0,55.0,5
-4.683817479584773,2.0,60.0,5
-4.683817479584773,2.0,65.0,6
-4.683817479584773,2.0,70.0,8
-4.683817479584773,3.0,0.0,3
-4.683817479584773,3.0,5.0,4
-4.683817479584773,3.0,10.0,4
-4.683817479584773,3.0,15.0,4
-4.683817479584773,3.0,20.0,4
-4.683817479584773,3.0,25.0,4
-4.683817479584773,3.0,30.0,5
-4.683817479584773,3.0,35.0,5
-4.683817479584773,3.0,40.0,5
-4.683817479584773,3.0,45.0,5
-4.683817479584773,3.0,50.0,5
-4.683817479584773,3.0,55.0,5
-4.683817479584773,3.0,60.0,6
-4.683817479584773,3.0,65.0,6
-4.683817479584773,3.0,70.0,7
-4.683817479584773,4.0,0.0,4
-4.683817479584773,4.0,5.0,4
-4.683817479584773,4.0,10.0,5
-4.683817479584773,4.0,15.0,5
-4.683817479584773,4.0,20.0,5
-4.683817479584773,4.0,25.0,5
-4.683817479584773,4.0,30.0,5
-4.683817479584773,4.0,35.0,5
-4.683817479584773,4.0,40.0,5
-4.683817479584773,4.0,45.0,5
-4.683817479584773,4.0,50.0,5
-4.683817479584773,4.0,55.0,6
-4.683817479584773,4.0,60.0,6
-4.683817479584773,4.0,65.0,7
-4.683817479584773,4.0,70.0,7
-4.683817479584773,5.0,0.0,4
-4.683817479584773,5.0,5.0,5
-4.683817479584773,5.0,10.0,5
-4.683817479584773,5.0,15.0,5
-4.683817479584773,5.0,20.0,5
-4.683817479584773,5.0,25.0,5
-4.683817479584773,5.0,30.0,5
-4.683817479584773,5.0,35.0,5
-4.683817479584773,5.0,40.0,5
-4.683817479584773,5.0,45.0,6
-4.683817479584773,5.0,50.0,6
-4.683817479584773,5.0,55.0,6
-4.683817479584773,5.0,60.0,7
-4.683817479584773,5.0,65.0,7
-4.683817479584773,5.0,70.0,7
-4.683817479584773,6.0,0.0,5
-4.683817479584773,6.0,5.0,5
-4.683817479584773,6.0,10.0,5
-4.683817479584773,6.0,15.0,5
-4.683817479584773,6.0,20.0,5
-4.683817479584773,6.0,25.0,5
-4.683817479584773,6.0,30.0,6
-4.683817479584773,6.0,35.0,6
-4.683817479584773,6.0,40.0,6
-4.683817479584773,6.0,45.0,6
-4.683817479584773,6.0,50.0,7
-4.683817479584773,6.0,55.0,7
-4.683817479584773,6.0,60.0,7
-4.683817479584773,6.0,65.0,7
-4.683817479584773,6.0,70.0,7
-4.683817479584773,7.0,0.0,5
-4.683817479584773,7.0,5.0,6
-4.683817479584773,7.0,10.0,6
-4.683817479584773,7.0,15.0,6
-4.683817479584773,7.0,20.0,6
-4.683817479584773,7.0,25.0,6
-4.683817479584773,7.0,30.0,6
-4.683817479584773,7.0,35.0,6
-4.683817479584773,7.0,40.0,6
-4.683817479584773,7.0,45.0,7
-4.683817479584773,7.0,50.0,7
-4.683817479584773,7.0,55.0,7
-4.683817479584773,7.0,60.0,7
-4.683817479584773,7.0,65.0,8
-4.683817479584773,7.0,70.0,7
-4.683817479584773,8.0,0.0,6
-4.683817479584773,8.0,5.0,6
-4.683817479584773,8.0,10.0,6
-4.683817479584773,8.0,15.0,6
-4.683817479584773,8.0,20.0,6
-4.683817479584773,8.0,25.0,6
-4.683817479584773,8.0,30.0,6
-4.683817479584773,8.0,35.0,7
-4.683817479584773,8.0,40.0,7
-4.683817479584773,8.0,45.0,7
-4.683817479584773,8.0,50.0,7
-4.683817479584773,8.0,55.0,7
-4.683817479584773,8.0,60.0,8
-4.683817479584773,8.0,65.0,8
-4.683817479584773,8.0,70.0,8
-4.683817479584773,9.0,0.0,6
-4.683817479584773,9.0,5.0,6
-4.683817479584773,9.0,10.0,6
-4.683817479584773,9.0,15.0,6
-4.683817479584773,9.0,20.0,6
-4.683817479584773,9.0,25.0,6
-4.683817479584773,9.0,30.0,7
-4.683817479584773,9.0,35.0,7
-4.683817479584773,9.0,40.0,7
-4.683817479584773,9.0,45.0,7
-4.683817479584773,9.0,50.0,7
-4.683817479584773,9.0,55.0,8
-4.683817479584773,9.0,60.0,8
-4.683817479584773,9.0,65.0,8
-4.683817479584773,9.0,70.0,8
-4.683817479584773,10.0,0.0,6
-4.683817479584773,10.0,5.0,6
-4.683817479584773,10.0,10.0,6
-4.683817479584773,10.0,15.0,6
-4.683817479584773,10.0,20.0,6
-4.683817479584773,10.0,25.0,7
-4.683817479584773,10.0,30.0,7
-4.683817479584773,10.0,35.0,7
-4.683817479584773,10.0,40.0,7
-4.683817479584773,10.0,45.0,8
-4.683817479584773,10.0,50.0,8
-4.683817479584773,10.0,55.0,8
-4.683817479584773,10.0,60.0,8
-4.683817479584773,10.0,65.0,8
-4.683817479584773,10.0,70.0,9
-4.483817479584774,0.0,0.0,4
-4.483817479584774,0.0,5.0,4
-4.483817479584774,0.0,10.0,4
-4.483817479584774,0.0,15.0,4
-4.483817479584774,0.0,20.0,4
-4.483817479584774,0.0,25.0,5
-4.483817479584774,0.0,30.0,5
-4.483817479584774,0.0,35.0,5
-4.483817479584774,0.0,40.0,6
-4.483817479584774,0.0,45.0,6
-4.483817479584774,0.0,50.0,6
-4.483817479584774,0.0,55.0,7
-4.483817479584774,0.0,60.0,7
-4.483817479584774,0.0,65.0,7
-4.483817479584774,0.0,70.0,8
-4.483817479584774,1.0,0.0,3
-4.483817479584774,1.0,5.0,3
-4.483817479584774,1.0,10.0,4
-4.483817479584774,1.0,15.0,4
-4.483817479584774,1.0,20.0,4
-4.483817479584774,1.0,25.0,4
-4.483817479584774,1.0,30.0,5
-4.483817479584774,1.0,35.0,5
-4.483817479584774,1.0,40.0,5
-4.483817479584774,1.0,45.0,5
-4.483817479584774,1.0,50.0,5
-4.483817479584774,1.0,55.0,5
-4.483817479584774,1.0,60.0,6
-4.483817479584774,1.0,65.0,7
-4.483817479584774,1.0,70.0,8
-4.483817479584774,2.0,0.0,3
-4.483817479584774,2.0,5.0,3
-4.483817479584774,2.0,10.0,4
-4.483817479584774,2.0,15.0,4
-4.483817479584774,2.0,20.0,4
-4.483817479584774,2.0,25.0,4
-4.483817479584774,2.0,30.0,4
-4.483817479584774,2.0,35.0,5
-4.483817479584774,2.0,40.0,5
-4.483817479584774,2.0,45.0,5
-4.483817479584774,2.0,50.0,5
-4.483817479584774,2.0,55.0,5
-4.483817479584774,2.0,60.0,6
-4.483817479584774,2.0,65.0,6
-4.483817479584774,2.0,70.0,8
-4.483817479584774,3.0,0.0,4
-4.483817479584774,3.0,5.0,4
-4.483817479584774,3.0,10.0,4
-4.483817479584774,3.0,15.0,4
-4.483817479584774,3.0,20.0,4
-4.483817479584774,3.0,25.0,4
-4.483817479584774,3.0,30.0,5
-4.483817479584774,3.0,35.0,5
-4.483817479584774,3.0,40.0,5
-4.483817479584774,3.0,45.0,5
-4.483817479584774,3.0,50.0,5
-4.483817479584774,3.0,55.0,5
-4.483817479584774,3.0,60.0,6
-4.483817479584774,3.0,65.0,7
-4.483817479584774,3.0,70.0,8
-4.483817479584774,4.0,0.0,4
-4.483817479584774,4.0,5.0,4
-4.483817479584774,4.0,10.0,5
-4.483817479584774,4.0,15.0,5
-4.483817479584774,4.0,20.0,5
-4.483817479584774,4.0,25.0,5
-4.483817479584774,4.0,30.0,5
-4.483817479584774,4.0,35.0,5
-4.483817479584774,4.0,40.0,5
-4.483817479584774,4.0,45.0,5
-4.483817479584774,4.0,50.0,6
-4.483817479584774,4.0,55.0,6
-4.483817479584774,4.0,60.0,6
-4.483817479584774,4.0,65.0,7
-4.483817479584774,4.0,70.0,7
-4.483817479584774,5.0,0.0,4
-4.483817479584774,5.0,5.0,5
-4.483817479584774,5.0,10.0,5
-4.483817479584774,5.0,15.0,5
-4.483817479584774,5.0,20.0,5
-4.483817479584774,5.0,25.0,5
-4.483817479584774,5.0,30.0,5
-4.483817479584774,5.0,35.0,5
-4.483817479584774,5.0,40.0,6
-4.483817479584774,5.0,45.0,6
-4.483817479584774,5.0,50.0,6
-4.483817479584774,5.0,55.0,6
-4.483817479584774,5.0,60.0,7
-4.483817479584774,5.0,65.0,7
-4.483817479584774,5.0,70.0,7
-4.483817479584774,6.0,0.0,5
-4.483817479584774,6.0,5.0,5
-4.483817479584774,6.0,10.0,5
-4.483817479584774,6.0,15.0,5
-4.483817479584774,6.0,20.0,5
-4.483817479584774,6.0,25.0,5
-4.483817479584774,6.0,30.0,6
-4.483817479584774,6.0,35.0,6
-4.483817479584774,6.0,40.0,6
-4.483817479584774,6.0,45.0,6
-4.483817479584774,6.0,50.0,7
-4.483817479584774,6.0,55.0,7
-4.483817479584774,6.0,60.0,7
-4.483817479584774,6.0,65.0,7
-4.483817479584774,6.0,70.0,7
-4.483817479584774,7.0,0.0,5
-4.483817479584774,7.0,5.0,6
-4.483817479584774,7.0,10.0,6
-4.483817479584774,7.0,15.0,6
-4.483817479584774,7.0,20.0,6
-4.483817479584774,7.0,25.0,6
-4.483817479584774,7.0,30.0,6
-4.483817479584774,7.0,35.0,6
-4.483817479584774,7.0,40.0,6
-4.483817479584774,7.0,45.0,7
-4.483817479584774,7.0,50.0,7
-4.483817479584774,7.0,55.0,7
-4.483817479584774,7.0,60.0,7
-4.483817479584774,7.0,65.0,7
-4.483817479584774,7.0,70.0,7
-4.483817479584774,8.0,0.0,6
-4.483817479584774,8.0,5.0,6
-4.483817479584774,8.0,10.0,6
-4.483817479584774,8.0,15.0,6
-4.483817479584774,8.0,20.0,6
-4.483817479584774,8.0,25.0,6
-4.483817479584774,8.0,30.0,6
-4.483817479584774,8.0,35.0,7
-4.483817479584774,8.0,40.0,7
-4.483817479584774,8.0,45.0,7
-4.483817479584774,8.0,50.0,7
-4.483817479584774,8.0,55.0,7
-4.483817479584774,8.0,60.0,8
-4.483817479584774,8.0,65.0,8
-4.483817479584774,8.0,70.0,8
-4.483817479584774,9.0,0.0,6
-4.483817479584774,9.0,5.0,6
-4.483817479584774,9.0,10.0,6
-4.483817479584774,9.0,15.0,6
-4.483817479584774,9.0,20.0,6
-4.483817479584774,9.0,25.0,7
-4.483817479584774,9.0,30.0,7
-4.483817479584774,9.0,35.0,7
-4.483817479584774,9.0,40.0,7
-4.483817479584774,9.0,45.0,7
-4.483817479584774,9.0,50.0,7
-4.483817479584774,9.0,55.0,8
-4.483817479584774,9.0,60.0,8
-4.483817479584774,9.0,65.0,8
-4.483817479584774,9.0,70.0,8
-4.483817479584774,10.0,0.0,6
-4.483817479584774,10.0,5.0,6
-4.483817479584774,10.0,10.0,6
-4.483817479584774,10.0,15.0,6
-4.483817479584774,10.0,20.0,7
-4.483817479584774,10.0,25.0,7
-4.483817479584774,10.0,30.0,7
-4.483817479584774,10.0,35.0,7
-4.483817479584774,10.0,40.0,7
-4.483817479584774,10.0,45.0,8
-4.483817479584774,10.0,50.0,8
-4.483817479584774,10.0,55.0,8
-4.483817479584774,10.0,60.0,8
-4.483817479584774,10.0,65.0,8
-4.483817479584774,10.0,70.0,9
-4.2838174795847745,0.0,0.0,4
-4.2838174795847745,0.0,5.0,4
-4.2838174795847745,0.0,10.0,4
-4.2838174795847745,0.0,15.0,4
-4.2838174795847745,0.0,20.0,5
-4.2838174795847745,0.0,25.0,5
-4.2838174795847745,0.0,30.0,5
-4.2838174795847745,0.0,35.0,5
-4.2838174795847745,0.0,40.0,6
-4.2838174795847745,0.0,45.0,6
-4.2838174795847745,0.0,50.0,6
-4.2838174795847745,0.0,55.0,7
-4.2838174795847745,0.0,60.0,7
-4.2838174795847745,0.0,65.0,7
-4.2838174795847745,0.0,70.0,8
-4.2838174795847745,1.0,0.0,3
-4.2838174795847745,1.0,5.0,3
-4.2838174795847745,1.0,10.0,4
-4.2838174795847745,1.0,15.0,4
-4.2838174795847745,1.0,20.0,4
-4.2838174795847745,1.0,25.0,4
-4.2838174795847745,1.0,30.0,5
-4.2838174795847745,1.0,35.0,5
-4.2838174795847745,1.0,40.0,5
-4.2838174795847745,1.0,45.0,5
-4.2838174795847745,1.0,50.0,5
-4.2838174795847745,1.0,55.0,6
-4.2838174795847745,1.0,60.0,6
-4.2838174795847745,1.0,65.0,7
-4.2838174795847745,1.0,70.0,8
-4.2838174795847745,2.0,0.0,3
-4.2838174795847745,2.0,5.0,3
-4.2838174795847745,2.0,10.0,4
-4.2838174795847745,2.0,15.0,4
-4.2838174795847745,2.0,20.0,4
-4.2838174795847745,2.0,25.0,4
-4.2838174795847745,2.0,30.0,4
-4.2838174795847745,2.0,35.0,5
-4.2838174795847745,2.0,40.0,5
-4.2838174795847745,2.0,45.0,5
-4.2838174795847745,2.0,50.0,5
-4.2838174795847745,2.0,55.0,5
-4.2838174795847745,2.0,60.0,6
-4.2838174795847745,2.0,65.0,7
-4.2838174795847745,2.0,70.0,8
-4.2838174795847745,3.0,0.0,4
-4.2838174795847745,3.0,5.0,4
-4.2838174795847745,3.0,10.0,4
-4.2838174795847745,3.0,15.0,4
-4.2838174795847745,3.0,20.0,4
-4.2838174795847745,3.0,25.0,4
-4.2838174795847745,3.0,30.0,5
-4.2838174795847745,3.0,35.0,5
-4.2838174795847745,3.0,40.0,5
-4.2838174795847745,3.0,45.0,5
-4.2838174795847745,3.0,50.0,5
-4.2838174795847745,3.0,55.0,5
-4.2838174795847745,3.0,60.0,6
-4.2838174795847745,3.0,65.0,7
-4.2838174795847745,3.0,70.0,8
-4.2838174795847745,4.0,0.0,4
-4.2838174795847745,4.0,5.0,4
-4.2838174795847745,4.0,10.0,5
-4.2838174795847745,4.0,15.0,5
-4.2838174795847745,4.0,20.0,5
-4.2838174795847745,4.0,25.0,5
-4.2838174795847745,4.0,30.0,5
-4.2838174795847745,4.0,35.0,5
-4.2838174795847745,4.0,40.0,5
-4.2838174795847745,4.0,45.0,5
-4.2838174795847745,4.0,50.0,6
-4.2838174795847745,4.0,55.0,6
-4.2838174795847745,4.0,60.0,6
-4.2838174795847745,4.0,65.0,7
-4.2838174795847745,4.0,70.0,7
-4.2838174795847745,5.0,0.0,4
-4.2838174795847745,5.0,5.0,5
-4.2838174795847745,5.0,10.0,5
-4.2838174795847745,5.0,15.0,5
-4.2838174795847745,5.0,20.0,5
-4.2838174795847745,5.0,25.0,5
-4.2838174795847745,5.0,30.0,5
-4.2838174795847745,5.0,35.0,5
-4.2838174795847745,5.0,40.0,6
-4.2838174795847745,5.0,45.0,6
-4.2838174795847745,5.0,50.0,6
-4.2838174795847745,5.0,55.0,6
-4.2838174795847745,5.0,60.0,7
-4.2838174795847745,5.0,65.0,7
-4.2838174795847745,5.0,70.0,7
-4.2838174795847745,6.0,0.0,5
-4.2838174795847745,6.0,5.0,5
-4.2838174795847745,6.0,10.0,5
-4.2838174795847745,6.0,15.0,5
-4.2838174795847745,6.0,20.0,5
-4.2838174795847745,6.0,25.0,6
