snr,cqi,ele_angle,mcs
-1.4838174795847845,4.0,65.0,8
-1.4838174795847845,4.0,70.0,8
-1.4838174795847845,5.0,0.0,5
-1.4838174795847845,5.0,5.0,5
-1.4838174795847845,5.0,10.0,5
-1.4838174795847845,5.0,15.0,5
-1.4838174795847845,5.0,20.0,5
-1.4838174795847845,5.0,25.0,6
-1.4838174795847845,5.0,30.0,6
-1.4838174795847845,5.0,35.0,6
-1.4838174795847845,5.0,40.0,6
-1.4838174795847845,5.0,45.0,7
-1.4838174795847845,5.0,50.0,7
-1.4838174795847845,5.0,55.0,7
-1.4838174795847845,5.0,60.0,7
-1.4838174795847845,5.0,65.0,7
-1.4838174795847845,5.0,70.0,8
-1.4838174795847845,6.0,0.0,6
-1.4838174795847845,6.0,5.0,5
-1.4838174795847845,6.0,10.0,5
-1.4838174795847845,6.0,15.0,5
-1.4838174795847845,6.0,20.0,6
-1.4838174795847845,6.0,25.0,6
-1.4838174795847845,6.0,30.0,6
-1.4838174795847845,6.0,35.0,7
-1.4838174795847845,6.0,40.0,7
-1.4838174795847845,6.0,45.0,7
-1.4838174795847845,6.0,50.0,7
-1.4838174795847845,6.0,55.0,7
-1.4838174795847845,6.0,60.0,7
-1.4838174795847845,6.0,65.0,7
-1.4838174795847845,6.0,70.0,8
-1.4838174795847845,7.0,0.0,6
-1.4838174795847845,7.0,5.0,6
-1.4838174795847845,7.0,10.0,6
-1.4838174795847845,7.0,15.0,6
-1.4838174795847845,7.0,20.0,6
-1.4838174795847845,7.0,25.0,7
-1.4838174795847845,7.0,30.0,7
-1.4838174795847845,7.0,35.0,7
-1.4838174795847845,7.0,40.0,7
-1.4838174795847845,7.0,45.0,7
-1.4838174795847845,7.0,50.0,7
-1.4838174795847845,7.0,55.0,7
-1.4838174795847845,7.0,60.0,7
-1.4838174795847845,7.0,65.0,7
-1.4838174795847845,7.0,70.0,8
-1.4838174795847845,8.0,0.0,6
-1.4838174795847845,8.0,5.0,6
-1.4838174795847845,8.0,10.0,6
-1.4838174795847845,8.0,15.0,6
-1.4838174795847845,8.0,20.0,7
-1.4838174795847845,8.0,25.0,7
-1.4838174795847845,8.0,30.0,7
-1.4838174795847845,8.0,35.0,7
-1.4838174795847845,8.0,40.0,8
-1.4838174795847845,8.0,45.0,8
-1.4838174795847845,8.0,50.0,8
-1.4838174795847845,8.0,55.0,8
-1.4838174795847845,8.0,60.0,8
-1.4838174795847845,8.0,65.0,8
-1.4838174795847845,8.0,70.0,8
-1.4838174795847845,9.0,0.0,6
-1.4838174795847845,9.0,5.0,6
-1.4838174795847845,9.0,10.0,7
-1.4838174795847845,9.0,15.0,7
-1.4838174795847845,9.0,20.0,7
-1.4838174795847845,9.0,25.0,7
-1.4838174795847845,9.0,30.0,8
-1.4838174795847845,9.0,35.0,8
-1.4838174795847845,9.0,40.0,8
-1.4838174795847845,9.0,45.0,8
-1.4838174795847845,9.0,50.0,8
-1.4838174795847845,9.0,55.0,8
-1.4838174795847845,9.0,60.0,8
-1.4838174795847845,9.0,65.0,8
-1.4838174795847845,9.0,70.0,9
-1.4838174795847845,10.0,0.0,6
-1.4838174795847845,10.0,5.0,7
-1.4838174795847845,10.0,10.0,7
-1.4838174795847845,10.0,15.0,7
-1.4838174795847845,10.0,20.0,7
-1.4838174795847845,10.0,25.0,7
-1.4838174795847845,10.0,30.0,8
-1.4838174795847845,10.0,35.0,8
-1.4838174795847845,10.0,40.0,8
-1.4838174795847845,10.0,45.0,8
-1.4838174795847845,10.0,50.0,8
-1.4838174795847845,10.0,55.0,8
-1.4838174795847845,10.0,60.0,9
-1.4838174795847845,10.0,65.0,9
-1.4838174795847845,10.0,70.0,9
-1.2838174795847852,0.0,0.0,5
-1.2838174795847852,0.0,5.0,5
-1.2838174795847852,0.0,10.0,5
-1.2838174795847852,0.0,15.0,5
-1.2838174795847852,0.0,20.0,6
-1.2838174795847852,0.0,25.0,6
-1.2838174795847852,0.0,30.0,6
-1.2838174795847852,0.0,35.0,7
-1.2838174795847852,0.0,40.0,7
-1.2838174795847852,0.0,45.0,7
-1.2838174795847852,0.0,50.0,7
-1.2838174795847852,0.0,55.0,8
-1.2838174795847852,0.0,60.0,8
-1.2838174795847852,0.0,65.0,8
-1.2838174795847852,0.0,70.0,8
-1.2838174795847852,1.0,0.0,4
-1.2838174795847852,1.0,5.0,4
-1.2838174795847852,1.0,10.0,5
-1.2838174795847852,1.0,15.0,5
-1.2838174795847852,1.0,20.0,5
-1.2838174795847852,1.0,25.0,5
-1.2838174795847852,1.0,30.0,5
-1.2838174795847852,1.0,35.0,6
-1.2838174795847852,1.0,40.0,6
-1.2838174795847852,1.0,45.0,7
-1.2838174795847852,1.0,50.0,8
-1.2838174795847852,1.0,55.0,8
-1.2838174795847852,1.0,60.0,9
-1.2838174795847852,1.0,65.0,9
-1.2838174795847852,1.0,70.0,9
-1.2838174795847852,2.0,0.0,4
-1.2838174795847852,2.0,5.0,4
-1.2838174795847852,2.0,10.0,4
-1.2838174795847852,2.0,15.0,5
-1.2838174795847852,2.0,20.0,5
-1.2838174795847852,2.0,25.0,5
-1.2838174795847852,2.0,30.0,5
-1.2838174795847852,2.0,35.0,6
-1.2838174795847852,2.0,40.0,6
-1.2838174795847852,2.0,45.0,7
-1.2838174795847852,2.0,50.0,7
-1.2838174795847852,2.0,55.0,8
-1.2838174795847852,2.0,60.0,9
-1.2838174795847852,2.0,65.0,9
-1.2838174795847852,2.0,70.0,8
-1.2838174795847852,3.0,0.0,4
-1.2838174795847852,3.0,5.0,4
-1.2838174795847852,3.0,10.0,5
-1.2838174795847852,3.0,15.0,5
-1.2838174795847852,3.0,20.0,5
-1.2838174795847852,3.0,25.0,5
-1.2838174795847852,3.0,30.0,5
-1.2838174795847852,3.0,35.0,6
-1.2838174795847852,3.0,40.0,6
-1.2838174795847852,3.0,45.0,7
-1.2838174795847852,3.0,50.0,7
-1.2838174795847852,3.0,55.0,8
-1.2838174795847852,3.0,60.0,8
-1.2838174795847852,3.0,65.0,8
-1.2838174795847852,3.0,70.0,8
-1.2838174795847852,4.0,0.0,5
-1.2838174795847852,4.0,5.0,5
-1.2838174795847852,4.0,10.0,5
-1.2838174795847852,4.0,15.0,5
-1.2838174795847852,4.0,20.0,5
-1.2838174795847852,4.0,25.0,5
-1.2838174795847852,4.0,30.0,5
-1.2838174795847852,4.0,35.0,6
-1.2838174795847852,4.0,40.0,6
-1.2838174795847852,4.0,45.0,7
-1.2838174795847852,4.0,50.0,7
-1.2838174795847852,4.0,55.0,7
-1.2838174795847852,4.0,60.0,8
-1.2838174795847852,4.0,65.0,8
-1.2838174795847852,4.0,70.0,8
-1.2838174795847852,5.0,0.0,5
-1.2838174795847852,5.0,5.0,5
-1.2838174795847852,5.0,10.0,5
-1.2838174795847852,5.0,15.0,5
-1.2838174795847852,5.0,20.0,5
-1.2838174795847852,5.0,25.0,6
-1.2838174795847852,5.0,30.0,6
-1.2838174795847852,5.0,35.0,6
-1.2838174795847852,5.0,40.0,6
-1.2838174795847852,5.0,45.0,7
-1.2838174795847852,5.0,50.0,7
-1.2838174795847852,5.0,55.0,7
-1.2838174795847852,5.0,60.0,7
-1.2838174795847852,5.0,65.0,7
-1.2838174795847852,5.0,70.0,8
-1.2838174795847852,6.0,0.0,6
-1.2838174795847852,6.0,5.0,5
-1.2838174795847852,6.0,10.0,5
-1.2838174795847852,6.0,15.0,5
-1.2838174795847852,6.0,20.0,6
-1.2838174795847852,6.0,25.0,6
-1.2838174795847852,6.0,30.0,6
-1.2838174795847852,6.0,35.0,7
-1.2838174795847852,6.0,40.0,7
-1.2838174795847852,6.0,45.0,7
-1.2838174795847852,6.0,50.0,7
-1.2838174795847852,6.0,55.0,7
-1.2838174795847852,6.0,60.0,7
-1.2838174795847852,6.0,65.0,7
-1.2838174795847852,6.0,70.0,8
-1.2838174795847852,7.0,0.0,6
-1.2838174795847852,7.0,5.0,6
-1.2838174795847852,7.0,10.0,6
-1.2838174795847852,7.0,15.0,6
-1.2838174795847852,7.0,20.0,6
-1.2838174795847852,7.0,25.0,7
-1.2838174795847852,7.0,30.0,7
-1.2838174795847852,7.0,35.0,7
-1.2838174795847852,7.0,40.0,7
-1.2838174795847852,7.0,45.0,7
-1.2838174795847852,7.0,50.0,7
-1.2838174795847852,7.0,55.0,7
-1.2838174795847852,7.0,60.0,7
-1.2838174795847852,7.0,65.0,7
-1.2838174795847852,7.0,70.0,8
-1.2838174795847852,8.0,0.0,6
-1.2838174795847852,8.0,5.0,6
-1.2838174795847852,8.0,10.0,6
-1.2838174795847852,8.0,15.0,6
-1.2838174795847852,8.0,20.0,7
-1.2838174795847852,8.0,25.0,7
-1.2838174795847852,8.0,30.0,7
-1.2838174795847852,8.0,35.0,7
-1.2838174795847852,8.0,40.0,8
-1.2838174795847852,8.0,45.0,8
-1.2838174795847852,8.0,50.0,8
-1.2838174795847852,8.0,55.0,8
-1.2838174795847852,8.0,60.0,8
-1.2838174795847852,8.0,65.0,8
-1.2838174795847852,8.0,70.0,8
-1.2838174795847852,9.0,0.0,6
-1.2838174795847852,9.0,5.0,6
-1.2838174795847852,9.0,10.0,7
-1.2838174795847852,9.0,15.0,7
-1.2838174795847852,9.0,20.0,7
-1.2838174795847852,9.0,25.0,7
-1.2838174795847852,9.0,30.0,8
-1.2838174795847852,9.0,35.0,8
-1.2838174795847852,9.0,40.0,8
-1.2838174795847852,9.0,45.0,8
-1.2838174795847852,9.0,50.0,8
-1.2838174795847852,9.0,55.0,8
-1.2838174795847852,9.0,60.0,8
-1.2838174795847852,9.0,65.0,8
-1.2838174795847852,9.0,70.0,9
-1.2838174795847852,10.0,0.0,6
-1.2838174795847852,10.0,5.0,7
-1.2838174795847852,10.0,10.0,7
-1.2838174795847852,10.0,15.0,7
-1.2838174795847852,10.0,20.0,7
-1.2838174795847852,10.0,25.0,8
-1.2838174795847852,10.0,30.0,8
-1.2838174795847852,10.0,35.0,8
-1.2838174795847852,10.0,40.0,8
-1.2838174795847852,10.0,45.0,8
-1.2838174795847852,10.0,50.0,8
-1.2838174795847852,10.0,55.0,8
-1.2838174795847852,10.0,60.0,9
-1.2838174795847852,10.0,65.0,9
-1.2838174795847852,10.0,70.0,9
-1.083817479584786,0.0,0.0,5
-1.083817479584786,0.0,5.0,5
-1.083817479584786,0.0,10.0,5
-1.083817479584786,0.0,15.0,5
-1.083817479584786,0.0,20.0,6
-1.083817479584786,0.0,25.0,6
-1.083817479584786,0.0,30.0,6
-1.083817479584786,0.0,35.0,7
-1.083817479584786,0.0,40.0,7
-1.083817479584786,0.0,45.0,7
-1.083817479584786,0.0,50.0,7
-1.083817479584786,0.0,55.0,8
-1.083817479584786,0.0,60.0,8
-1.083817479584786,0.0,65.0,8
-1.083817479584786,0.0,70.0,8
-1.083817479584786,1.0,0.0,4
-1.083817479584786,1.0,5.0,4
-1.083817479584786,1.0,10.0,5
-1.083817479584786,1.0,15.0,5
-1.083817479584786,1.0,20.0,5
-1.083817479584786,1.0,25.0,5
-1.083817479584786,1.0,30.0,6
-1.083817479584786,1.0,35.0,6
-1.083817479584786,1.0,40.0,7
-1.083817479584786,1.0,45.0,7
-1.083817479584786,1.0,50.0,8
-1.083817479584786,1.0,55.0,8
-1.083817479584786,1.0,60.0,9
-1.083817479584786,1.0,65.0,9
-1.083817479584786,1.0,70.0,9
-1.083817479584786,2.0,0.0,4
-1.083817479584786,2.0,5.0,4
-1.083817479584786,2.0,10.0,5
-1.083817479584786,2.0,15.0,5
-1.083817479584786,2.0,20.0,5
-1.083817479584786,2.0,25.0,5
-1.083817479584786,2.0,30.0,5
-1.083817479584786,2.0,35.0,6
-1.083817479584786,2.0,40.0,6
-1.083817479584786,2.0,45.0,7
-1.083817479584786,2.0,50.0,8
-1.083817479584786,2.0,55.0,8
-1.083817479584786,2.0,60.0,9
-1.083817479584786,2.0,65.0,9
-1.083817479584786,2.0,70.0,8
-1.083817479584786,3.0,0.0,4
-1.083817479584786,3.0,5.0,4
-1.083817479584786,3.0,10.0,5
-1.083817479584786,3.0,15.0,5
-1.083817479584786,3.0,20.0,5
-1.083817479584786,3.0,25.0,5
-1.083817479584786,3.0,30.0,5
-1.083817479584786,3.0,35.0,6
-1.083817479584786,3.0,40.0,6
-1.083817479584786,3.0,45.0,7
-1.083817479584786,3.0,50.0,7
-1.083817479584786,3.0,55.0,8
-1.083817479584786,3.0,60.0,8
-1.083817479584786,3.0,65.0,8
-1.083817479584786,3.0,70.0,8
-1.083817479584786,4.0,0.0,5
-1.083817479584786,4.0,5.0,5
-1.083817479584786,4.0,10.0,5
-1.083817479584786,4.0,15.0,5
-1.083817479584786,4.0,20.0,5
-1.083817479584786,4.0,25.0,5
-1.083817479584786,4.0,30.0,6
-1.083817479584786,4.0,35.0,6
-1.083817479584786,4.0,40.0,6
-1.083817479584786,4.0,45.0,7
-1.083817479584786,4.0,50.0,7
-1.083817479584786,4.0,55.0,7
-1.083817479584786,4.0,60.0,8
-1.083817479584786,4.0,65.0,8
-1.083817479584786,4.0,70.0,8
-1.083817479584786,5.0,0.0,6
-1.083817479584786,5.0,5.0,5
-1.083817479584786,5.0,10.0,5
-1.083817479584786,5.0,15.0,5
-1.083817479584786,5.0,20.0,5
-1.083817479584786,5.0,25.0,6
-1.083817479584786,5.0,30.0,6
-1.083817479584786,5.0,35.0,6
-1.083817479584786,5.0,40.0,6
-1.083817479584786,5.0,45.0,7
-1.083817479584786,5.0,50.0,7
-1.083817479584786,5.0,55.0,7
-1.083817479584786,5.0,60.0,7
-1.083817479584786,5.0,65.0,7
-1.083817479584786,5.0,70.0,8
-1.083817479584786,6.0,0.0,6
-1.083817479584786,6.0,5.0,6
-1.083817479584786,6.0,10.0,5
-1.083817479584786,6.0,15.0,6
-1.083817479584786,6.0,20.0,6
-1.083817479584786,6.0,25.0,6
-1.083817479584786,6.0,30.0,6
-1.083817479584786,6.0,35.0,7
-1.083817479584786,6.0,40.0,7
-1.083817479584786,6.0,45.0,7
-1.083817479584786,6.0,50.0,7
-1.083817479584786,6.0,55.0,7
-1.083817479584786,6.0,60.0,7
-1.083817479584786,6.0,65.0,7
-1.083817479584786,6.0,70.0,8
-1.083817479584786,7.0,0.0,6
-1.083817479584786,7.0,5.0,6
-1.083817479584786,7.0,10.0,6
-1.083817479584786,7.0,15.0,6
-1.083817479584786,7.0,20.0,6
-1.083817479584786,7.0,25.0,7
-1.083817479584786,7.0,30.0,7
-1.083817479584786,7.0,35.0,7
-1.083817479584786,7.0,40.0,7
-1.083817479584786,7.0,45.0,7
-1.083817479584786,7.0,50.0,7
-1.083817479584786,7.0,55.0,7
-1.083817479584786,7.0,60.0,7
-1.083817479584786,7.0,65.0,8
-1.083817479584786,7.0,70.0,8
-1.083817479584786,8.0,0.0,6
-1.083817479584786,8.0,5.0,6
-1.083817479584786,8.0,10.0,6
-1.083817479584786,8.0,15.0,6
-1.083817479584786,8.0,20.0,7
-1.083817479584786,8.0,25.0,7
-1.083817479584786,8.0,30.0,7
-1.083817479584786,8.0,35.0,8
-1.083817479584786,8.0,40.0,8
-1.083817479584786,8.0,45.0,8
-1.083817479584786,8.0,50.0,8
-1.083817479584786,8.0,55.0,8
-1.083817479584786,8.0,60.0,8
-1.083817479584786,8.0,65.0,8
-1.083817479584786,8.0,70.0,8
-1.083817479584786,9.0,0.0,6
-1.083817479584786,9.0,5.0,6
-1.083817479584786,9.0,10.0,7
-1.083817479584786,9.0,15.0,7
-1.083817479584786,9.0,20.0,7
-1.083817479584786,9.0,25.0,7
-1.083817479584786,9.0,30.0,8
-1.083817479584786,9.0,35.0,8
-1.083817479584786,9.0,40.0,8
-1.083817479584786,9.0,45.0,8
-1.083817479584786,9.0,50.0,8
-1.083817479584786,9.0,55.0,8
-1.083817479584786,9.0,60.0,8
-1.083817479584786,9.0,65.0,9
-1.083817479584786,9.0,70.0,9
-1.083817479584786,10.0,0.0,6
-1.083817479584786,10.0,5.0,7
-1.083817479584786,10.0,10.0,7
-1.083817479584786,10.0,15.0,7
-1.083817479584786,10.0,20.0,7
-1.083817479584786,10.0,25.0,8
-1.083817479584786,10.0,30.0,8
-1.083817479584786,10.0,35.0,8
-1.083817479584786,10.0,40.0,8
-1.083817479584786,10.0,45.0,8
-1.083817479584786,10.0,50.0,8
-1.083817479584786,10.0,55.0,8
-1.083817479584786,10.0,60.0,9
-1.083817479584786,10.0,65.0,9
-1.083817479584786,10.0,70.0,9
-0.8838174795847866,0.0,0.0,5
-0.8838174795847866,0.0,5.0,5
-0.8838174795847866,0.0,10.0,5
-0.8838174795847866,0.0,15.0,5
-0.8838174795847866,0.0,20.0,6
-0.8838174795847866,0.0,25.0,6
-0.8838174795847866,0.0,30.0,6
-0.8838174795847866,0.0,35.0,7
-0.8838174795847866,0.0,40.0,7
-0.8838174795847866,0.0,45.0,7
-0.8838174795847866,0.0,50.0,7
-0.8838174795847866,0.0,55.0,8
-0.8838174795847866,0.0,60.0,8
-0.8838174795847866,0.0,65.0,8
-0.8838174795847866,0.0,70.0,8
-0.8838174795847866,1.0,0.0,4
-0.8838174795847866,1.0,5.0,4
-0.8838174795847866,1.0,10.0,5
-0.8838174795847866,1.0,15.0,5
-0.8838174795847866,1.0,20.0,5
-0.8838174795847866,1.0,25.0,5
-0.8838174795847866,1.0,30.0,6
-0.8838174795847866,1.0,35.0,6
-0.8838174795847866,1.0,40.0,7
-0.8838174795847866,1.0,45.0,7
-0.8838174795847866,1.0,50.0,8
-0.8838174795847866,1.0,55.0,8
-0.8838174795847866,1.0,60.0,9
-0.8838174795847866,1.0,65.0,9
-0.8838174795847866,1.0,70.0,9
-0.8838174795847866,2.0,0.0,4
-0.8838174795847866,2.0,5.0,4
-0.8838174795847866,2.0,10.0,5
-0.8838174795847866,2.0,15.0,5
-0.8838174795847866,2.0,20.0,5
-0.8838174795847866,2.0,25.0,5
-0.8838174795847866,2.0,30.0,5
-0.8838174795847866,2.0,35.0,6
-0.8838174795847866,2.0,40.0,6
-0.8838174795847866,2.0,45.0,7
-0.8838174795847866,2.0,50.0,8
-0.8838174795847866,2.0,55.0,8
-0.8838174795847866,2.0,60.0,9
-0.8838174795847866,2.0,65.0,9
-0.8838174795847866,2.0,70.0,8
-0.8838174795847866,3.0,0.0,4
-0.8838174795847866,3.0,5.0,5
-0.8838174795847866,3.0,10.0,5
-0.8838174795847866,3.0,15.0,5
-0.8838174795847866,3.0,20.0,5
-0.8838174795847866,3.0,25.0,5
-0.8838174795847866,3.0,30.0,5
-0.8838174795847866,3.0,35.0,6
-0.8838174795847866,3.0,40.0,6
-0.8838174795847866,3.0,45.0,7
-0.8838174795847866,3.0,50.0,7
-0.8838174795847866,3.0,55.0,8
-0.8838174795847866,3.0,60.0,8
-0.8838174795847866,3.0,65.0,8
-0.8838174795847866,3.0,70.0,8
-0.8838174795847866,4.0,0.0,5
-0.8838174795847866,4.0,5.0,5
-0.8838174795847866,4.0,10.0,5
-0.8838174795847866,4.0,15.0,5
-0.8838174795847866,4.0,20.0,5
-0.8838174795847866,4.0,25.0,5
-0.8838174795847866,4.0,30.0,6
-0.8838174795847866,4.0,35.0,6
-0.8838174795847866,4.0,40.0,6
-0.8838174795847866,4.0,45.0,7
-0.8838174795847866,4.0,50.0,7
-0.8838174795847866,4.0,55.0,7
-0.8838174795847866,4.0,60.0,8
-0.8838174795847866,4.0,65.0,8
-0.8838174795847866,4.0,70.0,8
-0.8838174795847866,5.0,0.0,6
-0.8838174795847866,5.0,5.0,5
-0.8838174795847866,5.0,10.0,5
-0.8838174795847866,5.0,15.0,5
-0.8838174795847866,5.0,20.0,5
-0.8838174795847866,5.0,25.0,6
-0.8838174795847866,5.0,30.0,6
-0.8838174795847866,5.0,35.0,6
-0.8838174795847866,5.0,40.0,7
-0.8838174795847866,5.0,45.0,7
-0.8838174795847866,5.0,50.0,7
-0.8838174795847866,5.0,55.0,7
-0.8838174795847866,5.0,60.0,7
-0.8838174795847866,5.0,65.0,8
-0.8838174795847866,5.0,70.0,8
-0.8838174795847866,6.0,0.0,6
-0.8838174795847866,6.0,5.0,6
-0.8838174795847866,6.0,10.0,5
-0.8838174795847866,6.0,15.0,6
-0.8838174795847866,6.0,20.0,6
-0.8838174795847866,6.0,25.0,6
-0.8838174795847866,6.0,30.0,6
-0.8838174795847866,6.0,35.0,7
-0.8838174795847866,6.0,40.0,7
-0.8838174795847866,6.0,45.0,7
-0.8838174795847866,6.0,50.0,7
-0.8838174795847866,6.0,55.0,7
-0.8838174795847866,6.0,60.0,7
-0.8838174795847866,6.0,65.0,7
-0.8838174795847866,6.0,70.0,8
-0.8838174795847866,7.0,0.0,6
-0.8838174795847866,7.0,5.0,6
-0.8838174795847866,7.0,10.0,6
-0.8838174795847866,7.0,15.0,6
-0.8838174795847866,7.0,20.0,6
-0.8838174795847866,7.0,25.0,7
-0.8838174795847866,7.0,30.0,7
-0.8838174795847866,7.0,35.0,7
-0.8838174795847866,7.0,40.0,7
-0.8838174795847866,7.0,45.0,7
-0.8838174795847866,7.0,50.0,7
-0.8838174795847866,7.0,55.0,7
-0.8838174795847866,7.0,60.0,7
-0.8838174795847866,7.0,65.0,8
-0.8838174795847866,7.0,70.0,8
-0.8838174795847866,8.0,0.0,6
-0.8838174795847866,8.0,5.0,6
-0.8838174795847866,8.0,10.0,6
-0.8838174795847866,8.0,15.0,7
-0.8838174795847866,8.0,20.0,7
-0.8838174795847866,8.0,25.0,7
-0.8838174795847866,8.0,30.0,7
-0.8838174795847866,8.0,35.0,8
-0.8838174795847866,8.0,40.0,8
-0.8838174795847866,8.0,45.0,8
-0.8838174795847866,8.0,50.0,8
-0.8838174795847866,8.0,55.0,8
-0.8838174795847866,8.0,60.0,8
-0.8838174795847866,8.0,65.0,8
-0.8838174795847866,8.0,70.0,8
-0.8838174795847866,9.0,0.0,6
-0.8838174795847866,9.0,5.0,6
-0.8838174795847866,9.0,10.0,7
-0.8838174795847866,9.0,15.0,7
-0.8838174795847866,9.0,20.0,7
-0.8838174795847866,9.0,25.0,7
-0.8838174795847866,9.0,30.0,8
-0.8838174795847866,9.0,35.0,8
-0.8838174795847866,9.0,40.0,8
-0.8838174795847866,9.0,45.0,8
-0.8838174795847866,9.0,50.0,8
-0.8838174795847866,9.0,55.0,8
-0.8838174795847866,9.0,60.0,8
-0.8838174795847866,9.0,65.0,9
-0.8838174795847866,9.0,70.0,9
-0.8838174795847866,10.0,0.0,6
-0.8838174795847866,10.0,5.0,7
-0.8838174795847866,10.0,10.0,7
-0.8838174795847866,10.0,15.0,7
-0.8838174795847866,10.0,20.0,7
-0.8838174795847866,10.0,25.0,8
-0.8838174795847866,10.0,30.0,8
-0.8838174795847866,10.0,35.0,8
-0.8838174795847866,10.0,40.0,8
-0.8838174795847866,10.0,45.0,8
-0.8838174795847866,10.0,50.0,8
-0.8838174795847866,10.0,55.0,9
-0.8838174795847866,10.0,60.0,9
-0.8838174795847866,10.0,65.0,9
-0.8838174795847866,10.0,70.0,9
-0.6838174795847873,0.0,0.0,5
-0.6838174795847873,0.0,5.0,5
-0.6838174795847873,0.0,10.0,5
-0.6838174795847873,0.0,15.0,5
-0.6838174795847873,0.0,20.0,6
-0.6838174795847873,0.0,25.0,6
-0.6838174795847873,0.0,30.0,6
-0.6838174795847873,0.0,35.0,7
-0.6838174795847873,0.0,40.0,7
-0.6838174795847873,0.0,45.0,7
-0.6838174795847873,0.0,50.0,8
-0.6838174795847873,0.0,55.0,8
-0.6838174795847873,0.0,60.0,8
-0.6838174795847873,0.0,65.0,8
-0.6838174795847873,0.0,70.0,8
-0.6838174795847873,1.0,0.0,4
-0.6838174795847873,1.0,5.0,5
-0.6838174795847873,1.0,10.0,5
-0.6838174795847873,1.0,15.0,5
-0.6838174795847873,1.0,20.0,5
-0.6838174795847873,1.0,25.0,5
-0.6838174795847873,1.0,30.0,6
-0.6838174795847873,1.0,35.0,6
-0.6838174795847873,1.0,40.0,7
-0.6838174795847873,1.0,45.0,7
-0.6838174795847873,1.0,50.0,8
-0.6838174795847873,1.0,55.0,8
-0.6838174795847873,1.0,60.0,9
-0.6838174795847873,1.0,65.0,9
-0.6838174795847873,1.0,70.0,9
-0.6838174795847873,2.0,0.0,4
-0.6838174795847873,2.0,5.0,4
-0.6838174795847873,2.0,10.0,5
-0.6838174795847873,2.0,15.0,5
-0.6838174795847873,2.0,20.0,5
-0.6838174795847873,2.0,25.0,5
-0.6838174795847873,2.0,30.0,6
-0.6838174795847873,2.0,35.0,6
-0.6838174795847873,2.0,40.0,7
-0.6838174795847873,2.0,45.0,7
-0.6838174795847873,2.0,50.0,8
-0.6838174795847873,2.0,55.0,8
-0.6838174795847873,2.0,60.0,9
-0.6838174795847873,2.0,65.0,9
-0.6838174795847873,2.0,70.0,8
-0.6838174795847873,3.0,0.0,4
-0.6838174795847873,3.0,5.0,5
-0.6838174795847873,3.0,10.0,5
-0.6838174795847873,3.0,15.0,5
-0.6838174795847873,3.0,20.0,5
-0.6838174795847873,3.0,25.0,5
-0.6838174795847873,3.0,30.0,5
-0.6838174795847873,3.0,35.0,6
-0.6838174795847873,3.0,40.0,6
-0.6838174795847873,3.0,45.0,7
-0.6838174795847873,3.0,50.0,7
-0.6838174795847873,3.0,55.0,8
-0.6838174795847873,3.0,60.0,8
-0.6838174795847873,3.0,65.0,8
-0.6838174795847873,3.0,70.0,8
-0.6838174795847873,4.0,0.0,5
-0.6838174795847873,4.0,5.0,5
-0.6838174795847873,4.0,10.0,5
-0.6838174795847873,4.0,15.0,5
-0.6838174795847873,4.0,20.0,5
-0.6838174795847873,4.0,25.0,5
-0.6838174795847873,4.0,30.0,6
-0.6838174795847873,4.0,35.0,6
-0.6838174795847873,4.0,40.0,6
-0.6838174795847873,4.0,45.0,7
-0.6838174795847873,4.0,50.0,7
-0.6838174795847873,4.0,55.0,7
-0.6838174795847873,4.0,60.0,8
-0.6838174795847873,4.0,65.0,8
-0.6838174795847873,4.0,70.0,8
-0.6838174795847873,5.0,0.0,6
-0.6838174795847873,5.0,5.0,5
-0.6838174795847873,5.0,10.0,5
-0.6838174795847873,5.0,15.0,5
-0.6838174795847873,5.0,20.0,5
-0.6838174795847873,5.0,25.0,6
-0.6838174795847873,5.0,30.0,6
-0.6838174795847873,5.0,35.0,6
-0.6838174795847873,5.0,40.0,7
-0.6838174795847873,5.0,45.0,7
-0.6838174795847873,5.0,50.0,7
-0.6838174795847873,5.0,55.0,7
-0.6838174795847873,5.0,60.0,7
-0.6838174795847873,5.0,65.0,8
-0.6838174795847873,5.0,70.0,8
-0.6838174795847873,6.0,0.0,6
-0.6838174795847873,6.0,5.0,6
-0.6838174795847873,6.0,10.0,6
-0.6838174795847873,6.0,15.0,6
-0.6838174795847873,6.0,20.0,6
-0.6838174795847873,6.0,25.0,6
-0.6838174795847873,6.0,30.0,6
-0.6838174795847873,6.0,35.0,7
-0.6838174795847873,6.0,40.0,7
-0.6838174795847873,6.0,45.0,7
-0.6838174795847873,6.0,50.0,7
-0.6838174795847873,6.0,55.0,7
-0.6838174795847873,6.0,60.0,7
-0.6838174795847873,6.0,65.0,7
-0.6838174795847873,6.0,70.0,8
-0.6838174795847873,7.0,0.0,6
-0.6838174795847873,7.0,5.0,6
-0.6838174795847873,7.0,10.0,6
-0.6838174795847873,7.0,15.0,6
-0.6838174795847873,7.0,20.0,6
-0.6838174795847873,7.0,25.0,7
-0.6838174795847873,7.0,30.0,7
-0.6838174795847873,7.0,35.0,7
-0.6838174795847873,7.0,40.0,7
-0.6838174795847873,7.0,45.0,7
-0.6838174795847873,7.0,50.0,7
-0.6838174795847873,7.0,55.0,7
-0.6838174795847873,7.0,60.0,7
-0.6838174795847873,7.0,65.0,8
-0.6838174795847873,7.0,70.0,8
